5,5,5,5,5,5,8,9,5,5,5,5,5,5,5,5,2,2,5,5,2,2,6,7,6,7,8,9,5,8,9,5,5,8,9,5,8,9,5,5,2,2,13,2,2,5,5,5,5,5,
5,5,5,5,5,5,6,7,5,5,5,5,5,5,5,5,2,2,5,5,2,2,10,11,10,11,6,7,5,6,7,5,5,6,7,5,6,7,5,5,2,2,13,2,2,2,5,5,5,5,
5,5,5,5,5,5,8,9,5,5,5,5,5,5,5,5,2,2,5,5,2,2,8,9,8,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,2,2,2,2,2,2,2,
5,5,5,5,5,5,6,7,5,5,5,5,5,5,5,5,2,2,5,5,2,2,6,7,6,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,13,2,2,2,2,2,2,2,2,2,2,5,5,2,2,10,11,10,11,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,13,5,5,5,5,5,5,5,
2,2,2,2,2,2,2,13,2,2,2,2,2,2,2,2,2,2,5,5,2,2,8,9,8,9,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,
5,5,5,5,2,2,2,8,9,5,5,5,5,5,5,5,2,2,5,5,2,2,6,7,6,7,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,5,5,5,5,5,
5,5,5,5,2,2,2,8,9,5,5,5,5,5,5,5,2,2,5,5,2,2,10,11,10,11,2,2,5,2,2,5,5,5,5,5,5,5,5,5,2,2,13,2,2,2,2,2,2,2,
5,5,5,5,2,2,2,6,7,5,5,5,5,5,5,5,2,2,5,5,2,2,8,9,8,9,2,2,5,2,2,5,5,5,5,5,5,5,5,5,2,2,13,2,2,2,2,2,2,2,
9,5,5,5,2,2,2,8,9,5,5,5,5,5,5,5,2,2,5,5,2,2,6,7,6,7,2,2,5,2,2,5,5,5,5,5,5,5,5,5,2,2,13,5,5,5,5,10,11,5,
7,5,5,5,2,2,2,6,7,5,5,5,5,5,5,5,2,2,5,5,2,2,10,5,10,11,2,2,5,2,2,5,5,2,2,2,2,2,2,2,2,2,13,5,5,5,5,8,9,5,
9,5,5,5,2,2,2,8,9,5,5,5,5,5,5,5,2,2,5,5,2,2,8,9,8,9,2,2,5,2,2,5,5,2,2,2,2,2,2,2,2,2,13,5,5,5,5,6,7,5,
7,5,5,5,2,2,2,6,7,5,5,5,5,5,5,5,2,2,5,5,2,2,6,7,6,7,2,2,5,2,2,5,5,5,5,10,11,5,5,5,2,2,13,2,2,2,2,2,2,2,
5,5,5,5,2,2,2,13,2,2,2,2,2,2,2,2,2,2,5,5,2,2,10,5,10,11,2,2,5,2,2,5,5,5,5,8,9,5,5,5,2,2,13,2,2,2,2,2,2,2,
2,2,2,2,2,2,2,13,2,2,2,2,2,2,2,2,2,2,5,5,2,2,8,9,8,9,2,2,5,2,2,5,5,5,5,6,7,5,5,5,2,2,13,5,5,5,5,5,5,8,
1,1,1,1,1,1,1,13,1,1,2,2,2,2,2,2,2,2,5,5,2,2,6,7,6,7,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,10,11,5,5,6,
5,8,9,5,5,5,5,5,8,9,12,2,5,5,5,5,5,5,5,5,2,2,10,11,10,11,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,8,9,5,5,5,
5,6,7,5,10,11,5,5,6,7,12,2,5,5,10,11,5,5,5,5,2,2,8,9,8,9,2,2,5,5,5,5,5,5,5,5,5,5,5,5,2,2,13,5,5,6,7,5,5,8,
5,10,11,5,8,9,5,10,11,5,12,2,5,5,8,9,5,5,5,5,2,2,6,7,6,7,2,2,5,10,11,5,5,10,11,5,10,11,5,5,2,2,13,5,5,5,5,5,5,6,
5,8,9,5,6,7,5,8,9,5,12,2,5,5,6,7,5,5,5,5,2,2,5,5,5,5,2,2,5,8,9,5,5,8,9,5,8,9,5,5,2,2,13,5,5,10,11,5,5,5,
5,6,7,5,5,5,5,6,7,5,12,2,2,2,2,2,2,2,2,2,2,2,10,11,10,11,2,2,5,6,7,5,5,6,7,5,6,7,5,5,2,2,13,5,5,8,9,5,5,8,
4,4,4,4,4,4,2,13,4,4,2,2,2,2,2,2,2,2,2,2,2,2,8,9,8,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,5,5,6,7,5,5,6,
2,2,2,2,2,2,2,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,6,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,2,2,2,2,2,2,2,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,

